gameId,gameDuration,team,champion,wins,kills,deaths,assists,longestTimeSpentLiving,largestKillingSpree,largestMultiKill,killingSprees,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,damageDealtToTurrets,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,totalMinionsKilled,turretKills,inhibitorKills
5255930972,1307,blue,Seraphine,False,3,10,22,192,0,1,0,0,0,0,0,0,33872,29570,4194,108,0,13380,12221,1079,79,3443,267,53,20658,16416,2612,1630,12411,9450,25,0,0
5255770432,884,blue,Sett,False,3,8,11,290,2,1,1,0,0,0,0,0,25419,633,18301,6484,0,14655,633,8638,5383,710,0,21,23668,5389,17340,939,8615,7875,13,0,0
5255817603,1154,red,Kayn,True,10,10,22,143,2,2,2,1,0,0,0,0,46032,368,44899,764,0,27895,268,27077,549,13386,596,35,38824,24760,10590,3472,12640,11700,15,0,0
5255727456,1126,red,MonkeyKing,False,9,11,25,128,2,2,2,1,0,0,0,0,62613,9003,52370,1240,0,30345,5326,24038,980,7089,385,29,33470,7807,22270,3392,13311,11600,50,0,0
5255735098,913,blue,Singed,True,8,5,19,263,3,3,3,1,1,0,0,0,38576,36941,810,825,0,15965,14709,486,770,2292,235,24,15394,8299,5730,1364,11147,10295,39,1,0
5255750914,1230,red,Brand,False,5,11,6,298,0,1,0,0,0,0,0,0,38160,35903,2256,0,0,14676,14544,132,0,1415,0,6,20993,10455,10186,352,11453,10700,26,0,0
5255627261,1361,blue,Rumble,False,12,7,23,360,4,2,3,1,0,0,0,0,74859,71752,1456,1651,0,42144,39959,533,1651,3541,1018,19,22032,14103,6888,1040,16022,13600,31,0,1
5235985269,1357,red,Shen,True,4,10,41,185,0,1,0,0,0,0,0,0,42556,28737,12194,1625,24,15544,7725,6433,1385,3911,539,41,38339,26388,10606,1344,14526,13800,31,0,0
5235954321,1098,red,Alistar,True,6,6,48,197,2,2,2,1,0,0,0,0,35468,30467,3716,1285,18,15943,13231,1536,1175,20690,603,55,33906,15685,13960,4260,13862,12600,22,1,0
5228754999,1075,blue,Janna,True,2,6,25,306,0,1,0,0,0,0,0,0,41367,40178,1189,0,0,10825,10616,209,0,4249,1228,55,11277,7168,3290,817,11070,10250,20,1,0
5228763666,1094,blue,Hecarim,False,2,9,19,261,0,1,0,0,0,0,0,0,24458,12084,11070,1303,0,11588,4300,6114,1173,3773,22,27,23399,12133,10243,1023,9959,9700,14,0,0
5228723298,1306,red,Lillia,False,12,15,25,110,4,4,4,3,1,1,0,0,77094,54785,2395,19913,0,37280,26879,676,9724,1797,245,29,30908,26277,4020,610,15269,14935,43,0,0
5228660391,1328,blue,Kled,False,10,13,27,158,3,2,2,1,0,0,0,0,69833,1191,63708,4933,13,34085,394,31902,1788,9726,1346,5,56655,28425,25330,2898,14417,13650,27,1,0
5228638977,1118,red,Janna,False,3,6,20,350,2,2,1,1,0,0,0,0,50122,49412,710,0,0,16405,16170,235,0,6273,186,78,14193,7614,6190,388,10840,10500,27,0,0
5228646580,972,blue,Lillia,True,10,6,30,249,4,2,3,2,0,0,0,0,48459,32617,2302,13539,0,24470,17361,711,6397,1601,956,27,15860,6424,8563,872,12001,9200,40,0,0
5228661681,1601,blue,Rammus,True,3,13,39,292,0,1,0,0,0,0,0,0,37735,32018,4898,819,0,13958,10615,2574,769,3875,244,65,46359,31718,5722,8917,15673,14400,21,0,1
5228568874,1017,blue,Rakan,True,1,8,23,182,0,1,0,0,0,0,0,0,13903,10027,2866,1009,7,8397,6329,1213,854,1783,868,29,14796,3649,10995,151,10006,8250,5,1,0
5228497127,1695,red,MasterYi,True,15,14,10,167,4,3,4,4,1,0,0,0,62060,0,55742,6317,797,26920,0,21267,5653,4165,291,1,29612,21120,7778,713,18466,17200,37,0,1
5228463889,899,red,Rakan,True,3,4,35,227,2,1,1,0,0,0,0,0,19727,11979,4022,3725,0,10239,8173,1370,695,2327,734,47,16764,8234,7261,1268,10242,8300,10,1,0
5228329389,1476,red,Lux,False,7,12,39,202,2,2,1,1,0,0,0,0,64790,61230,3559,0,0,25462,24524,937,0,880,472,51,22578,13857,8540,180,15178,15750,40,0,0
5213315232,940,blue,Leona,True,2,5,26,286,2,1,1,0,0,0,0,0,25000,18921,5200,878,19,10344,7435,2064,843,3087,681,38,19780,6746,10765,2269,10255,8550,19,2,0
5213200764,1166,red,Senna,False,1,8,32,298,0,1,0,0,0,0,0,0,37176,1424,33382,2369,139,16345,829,14114,1402,6233,1052,40,17768,10318,5474,1974,11539,10050,18,0,0
5212843013,1610,blue,Janna,True,2,5,45,648,0,1,0,0,0,0,0,0,77366,75794,1362,210,0,17028,16500,401,126,15330,1661,76,15480,12212,2746,522,16295,13850,50,0,0
5206043001,1884,red,MasterYi,False,23,14,17,236,5,5,8,6,2,1,1,0,106036,428,94939,10668,902,42678,77,33130,9470,13644,611,1,43299,12603,25804,4892,22280,17500,62,0,0
5205980864,1397,blue,TwistedFate,False,6,10,26,276,3,2,2,1,0,0,0,0,78356,71645,6711,0,189,23463,22037,1426,0,5722,1363,37,23831,16396,6923,511,14122,13700,33,0,0
5205946111,1130,blue,Poppy,True,4,4,20,319,2,1,1,0,0,0,0,0,20476,7061,12930,485,18,8989,2140,6364,485,2835,1053,26,18490,4951,11294,2245,11541,9650,17,1,0
5185522631,1759,red,Velkoz,True,14,12,27,259,4,2,4,2,0,0,0,0,97573,86765,3592,7215,0,39633,34400,400,4832,2156,241,30,31221,16351,12666,2203,19486,19500,48,0,0
5169961678,834,red,Rakan,False,3,4,16,282,2,1,1,0,0,0,0,0,10420,8083,2011,325,0,6415,4999,1091,325,2412,317,29,13694,5087,7738,867,8690,7500,3,1,0
5149266526,682,blue,Velkoz,True,10,6,13,159,4,2,3,2,0,0,0,0,26367,20998,1701,3667,0,13422,10374,658,2389,839,1041,14,9735,2992,5532,1210,9484,8500,16,0,0
5149334159,987,red,Rakan,False,7,8,21,169,2,1,3,0,0,0,0,0,16895,12961,2565,1368,0,10224,7677,1382,1163,2596,0,39,20500,8610,11594,296,10734,9600,4,0,0
5135806571,1086,red,Seraphine,True,1,6,29,234,0,1,0,0,0,0,0,0,24699,21495,3204,0,0,9469,8412,1057,0,3075,224,43,12964,11100,1314,548,10735,10535,20,1,0
5135843178,864,blue,Velkoz,True,6,5,17,233,2,2,2,1,0,0,0,0,44075,34819,1816,7439,0,10672,9815,138,718,1406,881,13,9456,5786,3429,240,10797,8850,39,0,0
5135749385,1167,red,Rakan,True,2,4,48,433,0,1,0,0,0,0,0,0,20807,16774,2558,1475,0,12152,9752,924,1475,4083,696,46,17141,9356,6787,997,12414,10300,15,0,0
5135745940,974,blue,Ekko,False,3,13,13,121,0,1,0,0,0,0,0,0,32134,28673,2846,615,0,10095,8839,1015,240,3038,0,18,25642,4224,20360,1057,8940,8350,22,0,0
5135683286,1037,blue,Rakan,False,3,7,22,251,0,1,0,0,0,0,0,0,14606,11945,1865,795,0,9377,8086,496,795,2932,702,39,19474,14642,2750,2082,10339,9300,9,0,0
5135657565,949,blue,Chogath,True,9,5,30,200,3,2,2,1,0,0,0,0,43678,29061,7540,7076,0,17021,10858,2505,3658,3359,1552,95,22410,10115,10952,1342,11355,9100,22,0,0
5135634989,625,blue,Vayne,False,1,5,5,197,0,1,0,0,0,0,0,0,16246,0,13279,2967,260,1689,0,1431,258,1459,0,0,7835,3685,3573,576,6444,3800,16,0,0
5135499027,1657,blue,Veigar,True,21,11,29,215,4,3,7,2,1,0,0,0,153395,149006,4389,0,0,49435,48280,1154,0,5602,691,62,42061,32171,5391,4498,20185,18200,108,0,1
5135484535,1137,red,Nunu,False,4,8,25,295,0,1,0,0,0,0,0,0,66509,36967,2534,27007,15,14581,12689,912,980,12599,0,37,35553,14449,17849,3254,11908,11000,48,0,0
5135390178,1021,red,Ashe,True,6,6,29,208,2,1,1,0,0,0,0,0,64113,3922,55755,4435,339,20087,2190,16082,1814,2424,1273,39,14189,8945,4607,636,11952,10575,64,1,0
5135425690,744,blue,MasterYi,False,8,6,8,237,2,1,3,0,0,0,0,0,17460,0,15921,1538,354,10504,0,9090,1414,2232,737,0,11301,1197,9873,230,8780,8600,9,1,0
5133859546,1050,blue,Taric,True,3,6,37,283,2,1,1,0,0,0,0,0,10673,6018,3154,1500,0,7056,4190,1446,1420,8024,256,25,22733,9669,12573,490,10976,9050,8,0,0
5133916539,1435,blue,Hecarim,False,13,13,26,160,2,1,5,0,0,0,0,0,55006,8502,44764,1739,127,30876,3982,25214,1679,24404,67,37,61111,29900,29564,1646,16056,14250,27,0,0
5133826624,746,red,Poppy,True,6,6,24,144,2,1,1,0,0,0,0,0,18652,5464,12492,695,0,7743,1914,5133,695,3083,686,20,14503,6457,7253,792,9626,7400,20,1,0
5133873369,941,blue,Leona,False,2,9,12,187,0,1,0,0,0,0,0,0,20230,15765,3659,805,15,7000,4535,1754,710,2127,0,32,21960,11453,9037,1469,9004,8100,23,0,0
5133810137,1422,red,Heimerdinger,False,2,11,13,151,0,1,0,0,0,0,0,0,73855,71820,2035,0,0,15578,15428,149,0,3343,428,13,26574,20841,4709,1023,13006,12000,47,0,0
5133796031,1640,red,Heimerdinger,False,5,11,21,272,2,1,2,0,0,0,0,0,93118,89870,3248,0,0,40216,39151,1064,0,6210,337,26,30526,23226,6507,793,15775,15700,55,0,1
5133723294,1193,red,Zoe,False,8,8,14,281,2,2,2,2,0,0,0,0,60847,51574,6928,2344,0,22940,19735,1393,1811,3923,242,34,21541,10590,10627,322,13008,11335,58,0,0
5133658303,1308,red,Zoe,False,13,10,23,204,4,3,4,1,1,0,0,0,74556,65038,4711,4806,0,34022,28882,1509,3631,6035,329,28,24776,8432,15495,848,14461,13400,36,0,0
5123996978,1056,red,Brand,False,6,8,5,185,3,2,1,2,0,0,0,0,59717,58371,1346,0,0,17287,17245,41,0,2015,61,6,16479,9356,6835,286,11908,11350,48,0,0
5123932781,1017,red,Varus,False,9,9,25,168,4,4,1,1,1,1,0,0,71873,7860,62762,1250,0,21569,4459,15867,1242,1587,1078,52,16072,5078,9206,1786,12543,12150,49,0,0
5122183245,1205,red,MonkeyKing,True,12,10,21,173,3,3,3,1,1,0,0,0,34875,7381,26169,1325,0,19814,4762,13916,1135,4326,396,27,30069,13160,14927,1980,13681,13450,24,0,0
5122150859,825,red,Ivern,False,0,3,18,389,0,0,0,0,0,0,0,0,9369,5760,3609,0,0,4316,3381,935,0,3163,239,34,8751,5695,2821,235,7887,6650,14,0,0
5122006134,1039,blue,Jhin,True,14,5,13,383,4,2,4,2,0,0,0,0,52543,3653,48890,0,873,18613,2863,15749,0,3209,2956,29,13791,4078,8924,787,13932,13300,47,2,1
5120617721,1742,blue,Trundle,True,20,10,30,304,5,3,5,4,1,0,0,0,105141,8060,95390,1690,12,33998,6112,26345,1540,32488,5486,61,80551,45175,33462,1914,21982,19300,78,3,2
5120565457,1271,red,Kalista,False,8,14,19,183,4,3,2,2,1,0,0,0,78720,2657,76062,0,458,19129,1089,18039,0,4300,1232,12,36458,14766,18433,3259,13882,13800,79,0,0
5120591544,1155,blue,Singed,False,9,11,25,129,3,3,3,3,1,0,0,0,49534,46065,1378,2090,5,16665,14590,532,1542,2780,918,38,29871,16689,11901,1280,13641,11960,42,0,0
5120518254,1166,red,Senna,False,12,9,22,227,3,2,5,1,0,0,0,0,47047,0,43956,3090,227,19845,0,18007,1838,10183,849,19,27271,14853,11692,725,13964,13700,40,0,0
5120493851,1315,red,Leona,True,4,8,28,265,2,2,1,1,0,0,0,0,35756,25843,5821,4092,34,15055,11273,2592,1189,2005,318,55,28468,15343,11491,1633,13254,11600,15,1,0
5120459472,1043,blue,Rell,True,2,4,26,246,2,1,1,0,0,0,0,0,18198,14633,2895,670,0,9982,8285,1026,670,4185,256,41,17746,6963,9664,1118,10564,8500,13,1,1
5120394972,1383,red,Ivern,False,3,8,25,289,3,1,1,0,0,0,0,0,17226,12253,4720,252,0,8143,5564,2578,0,6758,549,51,19209,12040,6142,1026,12857,11700,11,0,0
5120361646,1136,red,MasterYi,False,16,10,23,191,3,3,5,4,1,0,0,0,37163,0,33015,4148,580,19828,0,16109,3718,5451,0,1,24290,14904,7692,1693,14208,14100,21,0,0
5120294805,1019,red,MasterYi,True,17,8,15,132,4,3,6,4,1,0,0,0,53512,0,49048,4463,580,22948,0,18592,4356,3922,1522,1,17207,10354,5925,928,13501,11600,39,0,0
5120229827,981,red,Vayne,False,7,9,12,137,4,2,1,1,0,0,0,0,47424,221,41582,5620,374,12270,70,9754,2445,3910,1185,7,21669,14494,6543,631,11628,11200,61,1,0
5120185616,976,red,Rakan,False,2,6,31,319,0,1,0,0,0,0,0,0,15463,9130,5737,595,0,6932,4997,1404,530,3699,171,35,17496,11414,4978,1102,9437,9300,9,0,0
5119919321,1518,blue,Rell,False,6,11,27,325,2,2,2,1,0,0,0,0,34204,30579,2095,1529,25,19684,17408,1122,1154,4016,94,47,43281,13389,28439,1451,15449,16100,12,1,0
5118621884,1384,red,Sejuani,True,9,11,36,206,2,2,3,2,0,0,0,0,42982,21396,19971,1615,38,20434,9934,9094,1405,5782,857,26,42927,14557,25278,3091,15560,15265,27,0,0
5118549971,1117,red,Brand,True,12,8,31,217,3,1,4,0,0,0,0,0,72535,69794,2740,0,0,33434,32997,436,0,3833,1637,19,19841,10324,9187,330,15816,14400,58,0,1
5118597620,1045,red,Lulu,False,1,7,28,431,0,1,0,0,0,0,0,0,10247,7561,2685,0,0,4238,3379,859,0,2799,0,22,14497,7624,5655,1216,9804,9400,5,0,0
5118555700,842,red,Diana,True,8,6,19,161,3,2,1,1,0,0,0,0,40827,37183,3223,420,0,18760,17138,1317,305,3090,1462,10,16567,10029,6210,326,10432,9150,23,0,0
5118503336,1310,red,Skarner,True,5,8,35,312,2,1,1,0,0,0,0,0,50956,24033,22697,4225,16,17546,9074,6796,1675,4003,1280,43,39914,17628,21087,1197,13420,11500,33,0,0
5108849107,940,blue,Vayne,True,7,7,14,254,3,2,2,1,0,0,0,0,21162,0,18388,2774,488,6916,0,5299,1617,2924,1047,3,13007,7106,5253,646,10215,9400,25,2,0
5108807986,1038,red,Nautilus,False,4,6,19,323,2,1,2,0,0,0,0,0,23436,17627,5173,635,0,9917,7091,2191,635,2866,0,70,23042,8246,11073,3722,10609,9550,17,0,0
5108825894,1375,blue,Rakan,True,7,7,44,263,2,2,3,1,0,0,0,0,27122,18683,6777,1662,0,15828,12028,2397,1402,5574,816,65,26040,8087,16643,1309,14189,11700,6,1,0
5108805084,513,red,Sylas,False,2,6,8,107,0,1,0,0,0,0,0,0,11349,10609,464,275,0,5241,4906,59,275,1292,0,10,11283,2741,8228,313,5387,4750,6,0,0
5107830227,1017,red,Galio,False,7,7,19,270,2,1,1,0,0,0,0,0,37204,35115,1199,889,27,15405,14312,303,789,1369,269,37,23705,5270,17959,475,11510,9900,22,0,0
5107864501,1186,blue,Seraphine,True,2,6,37,252,0,1,0,0,0,0,0,0,33700,30888,2811,0,0,12223,11077,1146,0,9731,858,42,18332,11955,5103,1273,11980,9400,26,1,0
5107103360,1421,blue,Malphite,True,10,8,31,208,2,2,4,1,0,0,0,0,56566,39417,15179,1970,29,25154,17803,5640,1710,5494,761,48,46082,28014,16479,1588,16624,16965,25,0,0
5107061804,2040,red,Jhin,False,16,14,31,224,4,3,4,3,1,0,0,0,146254,11368,134621,264,1281,36975,4878,31832,264,7788,244,51,40018,25188,14086,743,22317,30005,91,0,0
5107070516,782,blue,Hecarim,False,4,5,8,286,2,2,2,1,0,0,0,0,18284,4991,13293,0,0,5616,1386,4230,0,2901,109,15,15712,4889,9889,932,8055,7550,13,0,0
5106978597,1270,blue,Sion,False,14,18,15,111,3,3,3,1,1,0,0,0,55135,5195,47766,2173,523,31641,2950,26516,2173,1595,0,24,53278,20399,28255,4622,15348,13800,28,0,0
5106936601,1259,red,Seraphine,False,5,7,34,320,2,1,2,0,0,0,0,0,46125,42450,3675,0,0,16900,15198,1701,0,11848,462,48,18837,8931,9680,225,12925,11950,45,0,0
5106973584,1238,red,Zoe,False,10,9,14,381,5,4,1,1,1,1,0,0,45214,41020,1870,2324,0,24554,21957,826,1770,4144,157,25,19804,9259,9464,1079,12313,10950,22,0,0
5106941228,1018,blue,Viego,False,6,10,14,136,3,1,1,0,0,0,0,0,25877,7959,16416,1500,253,15030,2968,10561,1500,4909,245,13,23547,13991,8345,1210,10304,9900,8,0,0
5106918734,649,red,Talon,False,7,8,5,174,2,2,3,1,0,0,0,0,18094,0,17752,342,226,9060,0,8782,277,852,0,1,10637,3122,7025,489,7802,7650,7,0,0
5106834130,1611,red,Ziggs,False,9,12,24,193,2,1,2,0,0,0,0,0,116772,109263,2509,5000,0,31648,30956,691,0,6746,5349,28,32128,24951,4845,2331,16893,16500,66,1,0
5106841016,839,blue,Pyke,False,7,5,14,205,4,2,2,1,0,0,0,0,14436,0,12828,1608,0,8952,0,7343,1608,6166,185,18,14177,6838,6212,1125,10749,10200,5,0,0
5104121108,1522,blue,Rell,True,7,8,27,277,2,1,2,0,0,0,0,0,36601,30061,5084,1455,38,14547,12053,1308,1185,9552,371,42,36887,18685,16233,1968,16172,14100,27,0,0
5104016398,1215,red,TwistedFate,False,6,11,25,214,2,2,1,1,0,0,0,0,66206,61678,3551,975,147,31217,28567,1674,975,3387,0,58,24226,13123,9098,2004,12593,10985,27,0,0
5103989816,1383,blue,MasterYi,True,16,5,12,432,4,3,5,3,3,0,0,0,46966,782,41568,4616,631,23856,716,18809,4330,4391,3729,1,16068,6596,8845,626,15803,13900,33,1,0
5103996947,764,red,Kindred,False,4,3,7,358,2,1,2,0,0,0,0,0,26817,2145,24672,0,467,4912,548,4363,0,5505,0,1,8767,5560,3135,72,8473,7200,39,0,0
5103921467,1540,red,Seraphine,True,4,8,30,291,0,1,0,0,0,0,0,0,44632,40821,3721,89,0,14360,13233,1037,89,13192,522,43,23908,15369,7889,648,15281,14100,38,0,0
5099453374,1213,red,Veigar,True,10,7,24,293,3,2,3,1,0,0,0,0,70587,68615,1971,0,5,16889,16292,596,0,5415,2532,48,29010,19223,8404,1382,14593,12550,62,0,0
5099189738,1226,blue,Zoe,False,14,5,16,309,4,3,3,2,1,0,0,0,70294,63028,5734,1532,0,38251,35976,893,1381,6116,165,42,18738,13419,4086,1232,14973,14335,48,0,0
5097605890,1154,blue,Trundle,True,6,4,15,478,2,1,2,0,0,0,0,0,19953,8445,10452,1055,20,9000,5549,2395,1055,11212,348,43,28663,6995,19260,2407,12403,10800,24,1,0
5097579916,864,red,Nautilus,False,0,6,8,183,0,0,0,0,0,0,0,0,7866,6070,1611,185,0,4427,3254,988,185,585,0,37,15819,8135,7462,221,7562,7100,4,0,0
5097556026,1153,blue,Galio,False,5,7,18,354,2,1,1,0,0,0,0,0,46848,45248,959,640,13,10562,9944,212,405,1641,470,29,25012,13508,9006,2498,11795,11535,29,0,1
5097511816,1194,blue,TwistedFate,False,5,11,18,139,0,1,0,0,0,0,0,0,54639,52198,2235,205,104,13664,13044,414,205,1913,246,13,22272,7547,12977,1748,12450,11700,35,0,0
5097293563,1097,red,Khazix,False,6,8,13,245,2,1,1,0,0,0,0,0,26793,307,25364,1120,0,10749,307,9320,1120,1989,51,11,18635,5504,11698,1431,10498,9600,22,0,0
5097190266,962,blue,Shen,False,1,6,22,325,0,1,0,0,0,0,0,0,16347,7201,7886,1259,0,7032,2912,2944,1174,1201,383,26,19982,4565,13597,1819,9344,8700,16,0,0
5091178958,1242,red,Alistar,True,5,9,26,178,0,1,0,0,0,0,0,0,18200,14717,2370,1112,17,10739,8564,1122,1052,12804,188,49,35894,14630,20054,1208,13037,11000,7,0,0
5091174113,1203,red,Rell,True,2,8,35,197,0,1,0,0,0,0,0,0,24390,21428,2306,655,18,11814,10143,1015,655,6799,321,39,27491,7920,17174,2396,11941,9700,7,1,0
5091009332,1500,red,Ornn,False,4,9,22,264,0,1,0,0,0,0,0,0,37568,16655,19923,990,0,16846,8878,6978,990,4656,340,52,50244,22273,17878,10093,13940,14400,16,0,0
5090754958,940,blue,Jhin,False,4,3,13,339,2,1,1,0,0,0,0,0,43275,2509,40766,0,475,10987,957,10029,0,3884,0,19,11370,5797,5374,198,9890,6350,43,0,0
5090781171,955,red,Yorick,False,4,8,15,243,0,1,0,0,0,0,0,0,39195,5777,32365,1053,0,15941,3357,11604,980,9019,1888,6,33017,13891,16854,2272,10665,9600,35,0,0
5090687378,1076,red,Singed,False,2,13,17,168,0,1,0,0,0,0,0,0,25117,23106,931,1080,0,8263,6724,513,1025,3258,0,30,31480,15571,14351,1558,9817,9400,10,0,0
5090614855,1089,red,Cassiopeia,False,6,11,21,174,3,2,1,1,0,0,0,0,42581,39350,3231,0,0,12892,11681,1211,0,4291,178,35,26423,14644,10879,899,11699,11750,53,0,0
5090631196,1008,blue,Urgot,True,11,8,25,256,3,2,3,1,0,0,0,0,61770,0,60204,1566,0,22230,0,20843,1386,4168,1113,14,28479,19793,7967,719,12927,12700,60,0,0
5090518399,1071,red,Xerath,False,14,8,20,236,5,2,3,3,0,0,0,0,70885,69767,1118,0,0,25671,25336,334,0,2990,0,35,18095,8579,9002,512,14210,12750,46,0,0
5090584437,1236,blue,Zoe,False,9,7,15,302,2,1,3,0,0,0,0,0,76888,64920,9316,2651,0,30639,27222,1099,2317,4750,128,45,24067,12113,11345,607,13797,12400,52,1,0
5090580607,1492,blue,Lulu,False,1,6,34,335,0,1,0,0,0,0,0,0,22211,17448,4762,0,0,6817,5600,1217,0,9308,668,35,25046,7832,15139,2074,13903,14100,13,0,1
5090418657,986,blue,Nami,True,1,5,30,418,0,1,0,0,0,0,0,0,14132,11887,2244,0,0,5930,5089,840,0,10015,603,37,14061,10820,2344,895,9937,8000,3,1,0
5090456489,875,red,Nasus,True,10,5,27,279,3,2,3,2,0,0,0,0,35238,10173,24409,655,18,12691,4936,7169,585,4044,659,11,21526,5224,14866,1435,11659,10700,27,1,1
5089379156,1441,red,Ornn,True,3,3,30,755,2,1,1,0,0,0,0,0,100745,48467,48897,3379,17,15327,9131,5506,689,8426,468,54,41035,20463,15256,5315,14983,14465,61,0,0
5089345136,1141,red,Udyr,False,5,8,13,273,3,1,1,0,0,0,0,0,31094,9852,18418,2824,0,14698,2002,10194,2501,8129,0,30,34265,18631,14357,1276,11277,11000,13,0,0
5089350554,1156,blue,Zoe,True,15,4,19,398,7,2,4,3,0,0,0,0,69276,53694,6169,9412,0,32283,28095,2100,2086,5656,1153,49,21658,10753,8973,1931,15043,14400,38,1,0
5089226422,1174,blue,Heimerdinger,False,11,11,20,126,3,3,3,1,1,0,0,0,77671,74417,3253,0,0,27964,26868,1095,0,5105,366,22,29086,21358,7085,643,14723,14900,66,0,0
5089251787,848,blue,Zoe,False,4,7,19,181,2,2,1,1,0,0,0,0,38212,32085,5697,429,0,14817,12481,1907,429,2533,0,24,20153,8080,11349,723,9056,8100,25,0,0
5089106794,1383,red,Janna,False,3,9,41,199,2,1,1,0,0,0,0,0,43928,42295,1456,175,83,9607,9167,390,48,12788,1023,35,31540,10219,17954,3367,13378,13250,26,0,1
5088900191,1667,red,Fizz,False,13,9,22,343,5,2,2,1,0,0,0,0,48081,42378,4648,1055,0,24104,21719,1590,795,8632,627,16,31963,17447,13315,1200,17615,15600,25,0,1
5088856720,1144,red,Nautilus,False,3,10,24,235,0,1,0,0,0,0,0,0,25667,18491,6137,1039,11,11560,7933,2713,914,3378,185,74,31856,7809,21841,2205,11298,10800,16,0,0
5088781849,1709,blue,Rakan,False,4,12,44,245,0,1,0,0,0,0,0,0,28736,20689,6842,1204,11,9698,7235,1433,1029,5257,530,56,35888,15399,18331,2157,16749,18700,17,0,0
5088628001,932,red,Trundle,True,1,5,21,408,0,1,0,0,0,0,0,0,17042,1368,15108,565,0,7312,824,5967,520,7914,820,33,23861,7815,12595,3451,9846,8700,20,0,0
5088575724,947,blue,Twitch,False,2,7,16,220,0,1,0,0,0,0,0,0,34449,4877,10712,18860,0,12245,1858,3000,7386,9089,62,23,17177,8707,8351,119,9023,8135,25,0,0
5088521932,913,blue,Galio,True,3,5,24,288,2,1,1,0,0,0,0,0,28303,26931,901,470,11,12099,11391,237,470,211,996,33,17877,4979,10421,2476,9894,8550,20,1,1
5088349821,1314,blue,Seraphine,True,4,12,41,202,2,1,1,0,0,0,0,0,46729,44606,2123,0,0,16621,15706,914,0,10841,465,61,26832,18804,7356,672,13513,13500,38,0,1
5088357026,1102,blue,Janna,True,3,4,20,306,2,1,1,0,0,0,0,0,39671,38890,781,0,0,7216,6974,242,0,8423,510,42,12153,8643,3032,476,11375,9550,23,0,1
5088415267,502,red,Pyke,True,4,3,1,182,3,2,1,1,0,0,0,0,6061,0,5439,621,0,2569,0,1947,621,1182,1207,4,5604,2935,2330,338,6455,5750,3,1,0
5088403408,877,blue,Gangplank,True,12,6,18,246,4,2,3,1,0,0,0,0,47856,5810,38018,4026,864,17490,2959,11510,3020,2764,934,6,13899,884,11293,1720,11410,11100,33,0,0
5088430749,978,red,Kaisa,False,4,6,16,232,2,1,1,0,0,0,0,0,35513,21988,11734,1790,0,18905,16172,2732,0,3251,0,2,14563,6624,7170,769,9744,7950,23,0,0
5086874497,1005,red,Gangplank,True,6,5,17,441,2,1,3,0,0,0,0,0,34375,6679,25807,1888,770,10993,2143,7623,1226,5804,1430,7,15909,8322,6737,850,10780,10100,20,1,0
5086770118,1463,blue,MonkeyKing,True,4,9,17,234,2,1,1,0,0,0,0,0,34363,7196,26056,1110,0,11996,2567,8409,1020,5728,2898,16,32959,18644,12324,1990,14199,12150,29,2,1
5086777698,815,red,Alistar,False,2,11,14,135,0,1,0,0,0,0,0,0,9286,7986,450,850,7,6849,5621,377,850,3120,0,35,24154,8740,13319,2094,7725,7100,0,0,0
5086744294,1240,red,Sett,False,3,14,28,111,0,1,0,0,0,0,0,0,33106,231,24296,8578,0,16176,179,9917,6079,4535,946,38,41291,10209,27072,4008,11916,11800,16,1,0
5086781806,811,red,Ashe,True,0,4,14,187,0,0,0,0,0,0,0,0,22434,7526,14908,0,128,9295,5028,4267,0,1611,692,42,7398,5981,1417,0,8136,7250,14,1,1
5086737150,1485,red,Ivern,True,6,7,33,328,2,2,2,1,0,0,0,0,17948,8567,8792,588,0,10820,5789,4443,588,6087,72,47,22098,6737,13323,2038,14295,11400,4,0,0
5086644183,1481,blue,Karthus,True,6,12,34,169,0,1,0,0,0,0,0,0,78560,76033,320,2205,0,39693,37509,73,2110,939,269,31,27105,9240,16163,1701,15729,13650,52,0,0
5086692516,642,blue,Rakan,False,5,5,9,266,4,3,1,1,1,0,0,0,8175,6134,1400,640,0,4028,2799,588,640,2224,302,16,11130,6031,4772,326,7216,5900,4,0,0
5084526712,922,blue,Ivern,True,3,4,30,238,0,1,0,0,0,0,0,0,13994,8284,5675,33,0,6479,3984,2461,33,5447,1256,36,12518,5004,7132,381,10270,8400,11,2,0
5084534414,945,blue,Garen,False,10,7,19,280,3,2,2,1,0,0,0,0,30135,365,22159,7610,0,12380,209,9075,3095,2962,0,22,26406,12503,11007,2895,11105,9650,27,0,0
5084501841,1447,red,Thresh,True,4,12,42,196,0,1,0,0,0,0,0,0,43397,37579,4563,1255,32,20606,17735,1795,1075,2264,605,61,41246,14649,23970,2626,14481,12800,25,0,1
5084418867,1099,red,Leona,False,2,6,23,320,0,1,0,0,0,0,0,0,29135,21506,6963,665,0,11408,7796,2947,665,1543,169,35,21645,4652,16027,966,10632,9300,25,0,0
